idx,Accuracy,Precision,Recall,FPR,FNR
0.0,0.98,0.9411764705882352,0.64,0.0021052631578947,0.36
1.0,0.988,0.8275862068965517,0.96,0.0105263157894736,0.04
2.0,0.998,0.9615384615384616,1.0,0.0021052631578947,0.0
3.0,0.988,0.8064516129032258,1.0,0.0126315789473684,0.0
4.0,0.996,0.925925925925926,1.0,0.0042105263157894,0.0
