idx,Accuracy,Precision,Recall,FPR,FNR
0.0,0.974,0.8333333333333334,0.6,0.0063157894736842,0.4
1.0,0.994,0.9583333333333334,0.92,0.0021052631578947,0.08
2.0,1.0,1.0,1.0,0.0,0.0
3.0,1.0,1.0,1.0,0.0,0.0
4.0,1.0,1.0,1.0,0.0,0.0
