idx,Accuracy,Precision,Recall,FPR,FNR
0.0,0.986,1.0,0.72,0.0,0.28
1.0,0.988,0.88,0.88,0.0063157894736842,0.12
2.0,0.992,0.8620689655172413,1.0,0.0084210526315789,0.0
3.0,0.998,0.9615384615384616,1.0,0.0021052631578947,0.0
4.0,0.996,0.925925925925926,1.0,0.0042105263157894,0.0
