idx,Accuracy,Precision,Recall,FPR,FNR
0.0,0.978,0.9375,0.6,0.0021052631578947,0.4
1.0,0.994,0.9583333333333334,0.92,0.0021052631578947,0.08
2.0,0.99,0.8333333333333334,1.0,0.0105263157894736,0.0
3.0,0.996,0.925925925925926,1.0,0.0042105263157894,0.0
4.0,0.992,0.8620689655172413,1.0,0.0084210526315789,0.0
