idx,Accuracy,Precision,Recall,FPR,FNR
0.0,0.98,0.9411764705882352,0.64,0.0021052631578947,0.36
1.0,0.994,0.9583333333333334,0.92,0.0021052631578947,0.08
2.0,0.996,0.925925925925926,1.0,0.0042105263157894,0.0
3.0,0.986,0.78125,1.0,0.0147368421052631,0.0
4.0,1.0,1.0,1.0,0.0,0.0
