idx,Accuracy,Precision,Recall,FPR,FNR
0.0,0.98,0.8947368421052632,0.68,0.0042105263157894,0.32
1.0,0.992,0.9565217391304348,0.88,0.0021052631578947,0.12
2.0,0.996,0.925925925925926,1.0,0.0042105263157894,0.0
3.0,0.99,0.8333333333333334,1.0,0.0105263157894736,0.0
4.0,0.998,0.9615384615384616,1.0,0.0021052631578947,0.0
