idx,Accuracy,Precision,Recall,FPR,FNR
0.0,0.986,0.95,0.76,0.0021052631578947,0.24
1.0,0.996,0.96,0.96,0.0021052631578947,0.04
2.0,0.994,0.8928571428571429,1.0,0.0063157894736842,0.0
3.0,0.994,0.8928571428571429,1.0,0.0063157894736842,0.0
4.0,1.0,1.0,1.0,0.0,0.0
