idx,Accuracy,Precision,Recall,FPR,FNR
0.0,0.98,0.8947368421052632,0.68,0.0042105263157894,0.32
1.0,0.998,1.0,0.96,0.0,0.04
2.0,0.994,0.8928571428571429,1.0,0.0063157894736842,0.0
3.0,1.0,1.0,1.0,0.0,0.0
4.0,0.99,0.8333333333333334,1.0,0.0105263157894736,0.0
