idx,Accuracy,Precision,Recall,FPR,FNR
0.0,0.978,0.8888888888888888,0.64,0.0042105263157894,0.36
1.0,0.992,0.8620689655172413,1.0,0.0084210526315789,0.0
2.0,1.0,1.0,1.0,0.0,0.0
3.0,1.0,1.0,1.0,0.0,0.0
4.0,0.996,0.925925925925926,1.0,0.0042105263157894,0.0
