idx,Accuracy,Precision,Recall,FPR,FNR
0.0,0.976,0.9333333333333332,0.56,0.0021052631578947,0.44
1.0,0.994,0.9230769230769232,0.96,0.0042105263157894,0.04
2.0,0.998,0.9615384615384616,1.0,0.0021052631578947,0.0
3.0,0.998,0.9615384615384616,1.0,0.0021052631578947,0.0
4.0,0.998,0.9615384615384616,1.0,0.0021052631578947,0.0
